기업명,CSR Hub ID,기부금 순위,제안 우선도,회사 간단 소개,업종,법인유형,소재지,직원수(2025),"매출액(2025, 억원)",2022 기부금(백만원),2023 기부금(백만원),2024 기부금(백만원),2025 기부금(백만원),"2026 기부금(백만원, 7/1 기준)",22~25 연평균(백만원),"22~26 단순평균(백만원, 26 부분)",기준 충족 연도 수(22~25),주요 사업 분야,주요 공개사업(최대 3개),공개 주요사업 수,교육 연관사업 수,교육사업 비중,KMA 연관 분야,주요 교육사업(최대 3개),KMA와의 접점,사업정보 참고,홈페이지,지속가능보고서,CSR Hub 상세 URL,연락처 및 접근 경로
LG씨엔에스,54,57,A,"컴퓨터 시스템 통합 자문 및 구축 서비스업 기업, 유가증권시장, 서울특별시 강서구 소재, 2025년 매출 약 6.1조원, 직원 6,890명.",컴퓨터 시스템 통합 자문 및 구축 서비스업,유가증권시장,서울특별시 강서구 마곡중앙8로 71,"6,890","61,295.40",910,540,710,"1,500.00",0,915,732,4,교육자립지원(4),"중학교 자유학년제 AI,SW 교육복지 지원 <AI지니어스> / 고등학교 인공지능 인재 양성 및 일자리 창출을 위한 교육 지원? <AI지니어스 아카데미> / 중학교 자유학년제 AI·SW 교육복지 지원 <AI지니어스>",4,4,100.00%,디지털·AI 교육 / 진로·취업·자립 / 청소년·청년 교육,"중학교 자유학년제 AI,SW 교육복지 지원 <AI지니어스> / 고등학교 인공지능 인재 양성 및 일자리 창출을 위한 교육 지원? <AI지니어스 아카데미> / 중학교 자유학년제 AI·SW 교육복지 지원 <AI지니어스>","AI·디지털 교육과정 설계, 강사 운영, 프로젝트형 학습·성과관리 / 청년·경력전환자 직무교육·취업지원, 멘토링, 성과관리 / 청소년 학습·진로 프로그램 기획, 학교·지역기관 연계, 참여자 운영",개별 귀속 여부는 원문 기준,http://www.lgcns.com/,https://www.lgcns.com/company/csm/sustainabilityreport/,https://csrhub.chest.or.kr/contributors/private/54,우선: LG재단 1:1 문의(첨부 가능) https://foundation.lg.or.kr/contact-us/ | 접근: LG복지재단·LG연암문화재단 중 사업 성격에 맞게 선택; 계열사 단독사업은 해당사 ESG 담당 연결 요청 | 기업 홈페이지: http://www.lgcns.com/
포스코이앤씨,142,58,B,"기타 토목 시설물 건설업 기업, 기타법인, 경상북도 포항시 소재, 2025년 매출 약 6.9조원, 직원 5,816명.",기타 토목 시설물 건설업,기타법인,경상북도 포항시 북구 중흥로 307 (죽도동),"5,816","69,031.50",851,"1,050.00",850,750,0.4,875.2,700.3,4,주거안전지원(2) / 교육자립지원(1) / 기초생계지원(1),취약계층 어르신 기후변화 대응 주거환경개선 에코드림 및 안전물품지원 / 에코드림 : 노후주택 에너지효율개선을 통한 저소득층 주거환경개선사업 / 포항 지역 취약계층 지원사업『포스코이앤씨가 앞장서는 우리함께』,5,1,20.00%,교육격차·취약계층 / 시니어·중장년 교육 / 환경·안전·문화 교육,취약계층 어르신 주거환경 화재 및 안전사고 예방지원 '이웃사랑 안전지킴이 사업',"시니어·중장년 디지털·생애역량 교육과 지역 거점 운영 / 교육취약계층 맞춤형 학습지원, 모집·운영 통합관리, 지역 확산 / 주제형 교육 콘텐츠 개발, 강사·체험 운영, 성과측정",개별 귀속 여부는 원문 기준,http://www.poscoenc.com/,https://www.poscoenc.com/ko/esg/report.aspx,https://csrhub.chest.or.kr/contributors/private/142,2차 선별 외—심층 연락처 우선조사 미실시 | 기본: http://www.poscoenc.com/ | 접근: 공식 대표·문의 페이지에서 ESG·사회공헌·대외협력 담당 연결 요청
SK텔레콤,25,59,A,"무선 및 위성 통신업 기업, 유가증권시장, 서울특별시 중구 소재, 2025년 매출 약 17.1조원, 직원 5,316명.",무선 및 위성 통신업,유가증권시장,서울특별시 중구 을지로 65 (을자로2가),"5,316","170,992.10",0,"1,300.00",900,"1,300.00",0,875,700,3,교육자립지원(4) / 주거안전지원(4) / 사회적돌봄강화(2),치매노인 및 발달장애인 실종예방을 위한 배회감지기 보급지원 사업 '행복GPS' / 전국 발달장애인 음악활동 지원사업 「GREAT MUSIC FESTIVAL」 / 장애청소년 행복 AI 코딩 챌린지 대회 배분신청서,13,7,53.80%,교육격차·취약계층 / 디지털·AI 교육 / 시니어·중장년 교육 / 청소년·청년 교육 / 환경·안전·문화 교육,장애청소년 행복 AI 코딩 챌린지 대회 배분신청서 / 청소년 행복AI코딩스쿨 / AI콜 기반 노인돌봄서비스 지원사업,"AI·디지털 교육과정 설계, 강사 운영, 프로젝트형 학습·성과관리 / 시니어·중장년 디지털·생애역량 교육과 지역 거점 운영 / 청소년 학습·진로 프로그램 기획, 학교·지역기관 연계, 참여자 운영",개별 귀속 여부는 원문 기준,http://www.sktelecom.com/,https://www.sktelecom.com/esg/lib/persist.do,https://csrhub.chest.or.kr/contributors/private/25,우선: 행복나눔재단 02-333-3963 / https://skhappiness.org/contact/ | 접근: 교육·사회혁신 제안은 재단 문의 후 실제 사업 귀속 계열사 담당 연결 요청 | 기업 홈페이지: http://www.sktelecom.com/
롯데건설,169,60,A,"아파트 건설업 기업, 기타법인, 서울특별시 서초구 소재, 2025년 매출 약 7.9조원, 직원 7,352명.",아파트 건설업,기타법인,서울특별시 서초구 잠원로14길 29,"7,352","79,099.00",956.4,862.4,734.6,941.5,804.2,873.7,859.8,4,주거안전지원(2) / 교육자립지원(1) / 문화정보격차해소(1),아동 놀이 환경 개선을 위한 놀이공간 조성 사업: mom편한 놀이터 / 저소득층 아동의 전인적 성장을 위한 지역아동센터 환경개선 및 역량강화 사업 : 'mom편한꿈다락' / 문화소외계층 군인들의 문화 공간 지원을 위한 병영도서관 '청춘책방',5,3,60.00%,교육격차·취약계층 / 진로·취업·자립 / 청소년·청년 교육 / 환경·안전·문화 교육,"저소득층 아동의 전인적 성장을 위한 지역아동센터 환경개선 및 역량강화 사업 : 'mom편한꿈다락' / 문화소외계층 군인들의 문화 공간 지원을 위한 병영도서관 '청춘책방' / 사회문제 해결을 위한 ESG 기반 대학생 봉사활동 지원사업 ""밸유 for ESG""","청년·경력전환자 직무교육·취업지원, 멘토링, 성과관리 / 청소년 학습·진로 프로그램 기획, 학교·지역기관 연계, 참여자 운영 / 교육취약계층 맞춤형 학습지원, 모집·운영 통합관리, 지역 확산",동일한 공개 사업 목록이 17개 기업에 공통 표시됨(그룹 사업 가능성),http://www.lottecon.co.kr/,https://www.lottecon.co.kr/sustainability/sustainability,https://csrhub.chest.or.kr/contributors/private/169,"우선: 롯데재단 이메일 scholarship@lotte.net / https://www.lottefoundation.or.kr/ | 접근: 청소년·교육·장학형은 재단 메일, 유통·지역사업은 해당 계열사 사회공헌 담당 연결 요청 | 기업 홈페이지: http://www.lottecon.co.kr/"
엘에스엠앤엠,183,61,C,"동 제련, 정련 및 합금 제조업 기업, 기타법인, 울산광역시 울주군 소재, 2025년 매출 약 14.4조원, 직원 0명.","동 제련, 정련 및 합금 제조업",기타법인,울산광역시 울주군 온산읍 산암로 148,0,"143,594.20",777,"1,214.00",680,764,538,858.8,794.6,4,기초생계지원(5) / 심리정서지원(1),울주군 '취약계층 아동을 위한 온기 나눔' 지원 사업 / 미래세대 상상력 쑥쑥! 아(쿠아)포(닉스)가(정에서)토(실토실키워요) 사업 / 복지사각지대 대상자의 건강한 여름나기를 위한 영양지원사업 [한여름의 크리스마스],6,0,0.00%,,,현재 공개 주요사업에서는 직접적인 교육 접점이 확인되지 않음. 신규 교육형 사회공헌사업 제안 가능,개별 귀속 여부는 원문 기준,http://www.lsmnm.com/,http://www.lsmnm.com/board/postList/esg,https://csrhub.chest.or.kr/contributors/private/183,2차 선별 외—심층 연락처 우선조사 미실시 | 기본: http://www.lsmnm.com/ | 접근: 공식 대표·문의 페이지에서 ESG·사회공헌·대외협력 담당 연결 요청
삼성에스디에스,53,62,A,"컴퓨터 시스템 통합 자문 및 구축 서비스업 기업, 유가증권시장, 서울특별시 송파구 소재, 2025년 매출 약 13.9조원, 직원 22,438명.",컴퓨터 시스템 통합 자문 및 구축 서비스업,유가증권시장,서울특별시 송파구 올림픽로35길 125(신천동),"22,438","139,298.70",807,978,820,766.5,0,842.9,674.3,4,교육자립지원(6) / 심리정서지원(3) / 보건의료지원(2),미취업 청년들의 취업경쟁력을 높이기 위한 '삼성 청년 SW 아카데미'(SSAFY) / 취약계층 건강 증진을 위한 의료비 지원 사업 '희망진료센터' / 명절맞이 취약계층 및 사회복지시설 물품지원 사업,14,8,57.10%,교육격차·취약계층 / 디지털·AI 교육 / 멘토링·학습관리 / 시니어·중장년 교육 / 진로·취업·자립 / 청소년·청년 교육 / 환경·안전·문화 교육,미취업 청년들의 취업경쟁력을 높이기 위한 '삼성 청년 SW 아카데미'(SSAFY) / 시니어 디지털 역량 강화 및 활용을 위한 「삼성 시니어 디지털 아카데미」 / 삼성전자와 함께하는 자립준비청년 취업지원사업 ‘희망디딤돌 2.0’,"AI·디지털 교육과정 설계, 강사 운영, 프로젝트형 학습·성과관리 / 멘토 모집·교육·매칭, 활동 모니터링, 학습·성과관리 / 시니어·중장년 디지털·생애역량 교육과 지역 거점 운영",동일한 공개 사업 목록이 20개 기업에 공통 표시됨(그룹 사업 가능성),http://www.samsungsds.com/,https://www.samsungsds.com/kr/downloads/sr.html,https://csrhub.chest.or.kr/contributors/private/53,우선: 삼성 CSR 공식 채널 https://csr.samsung.com/ko/ | 접근: 해당 계열사 대표전화·공식 문의에서 ‘사회공헌/ESG/대외협력 담당’ 연결 요청(공개된 공통 CSR 직통 연락처는 미확인) | 기업 홈페이지: http://www.samsungsds.com/
신한투자증권,218,63,A,"증권 중개업 기업, 기타법인, 서울특별시 영등포구 소재, 직원 2,574명.",증권 중개업,기타법인,"서울특별시 영등포구 의사당대로 96 (여의도동, TPTower)","2,574",,914.4,"1,323.40",891.2,201,0,832.5,666,4,교육자립지원(12) / 기초생계지원(5) / 보건의료지원(2),맞벌이가정 자녀 돌봄공백 해소를 위한 공동육아나눔터 공간 조성 지원 ‘신한 꿈도담터’ / 위기가정 재기지원사업(7차년도) / 아동학대 응급(보호)조치 아동 보호 및 가정복귀 지원사업 '신한-SOL Guard(4차)',27,12,44.40%,교육격차·취약계층 / 디지털·AI 교육 / 멘토링·학습관리 / 시니어·중장년 교육 / 진로·취업·자립 / 청소년·청년 교육 / 환경·안전·문화 교육,재생PC를 활용한 경로당 어르신 정보화 및 금융교육 / 해외 사회문제 해결을 위한 '글로벌 원신한' / 학교 밖 청소년의 직업탐색을 위한 뮤지컬 교육 및 공연,"AI·디지털 교육과정 설계, 강사 운영, 프로젝트형 학습·성과관리 / 멘토 모집·교육·매칭, 활동 모니터링, 학습·성과관리 / 시니어·중장년 디지털·생애역량 교육과 지역 거점 운영",동일한 공개 사업 목록이 12개 기업에 공통 표시됨(그룹 사업 가능성),http://www.shinhansec.com/,https://open.shinhansec.com/new_ir/contribute/esg_01.jsp,https://csrhub.chest.or.kr/contributors/private/218,우선: 신한금융희망재단(교육·사회문제 해결) 이메일 shdf@shinhan.com / https://shf.neocoms.co.kr/ | 접근: 재단 메일로 제안서 발송 후 해당 계열사 ESG·사회공헌 담당 연결 요청 | 기업 홈페이지: http://www.shinhansec.com/
롯데웰푸드,79,64,A,"동물용 사료 및 조제식품 제조업 기업, 유가증권시장, 서울특별시 영등포구 소재, 2025년 매출 약 4.2조원, 직원 5,825명.",동물용 사료 및 조제식품 제조업,유가증권시장,서울특별시 영등포구 양평로21길 10,"5,825","42,159.50",495.9,650,698.9,"1,475.50",500,830.1,764.1,4,주거안전지원(2) / 교육자립지원(1) / 문화정보격차해소(1),아동 놀이 환경 개선을 위한 놀이공간 조성 사업: mom편한 놀이터 / 저소득층 아동의 전인적 성장을 위한 지역아동센터 환경개선 및 역량강화 사업 : 'mom편한꿈다락' / 문화소외계층 군인들의 문화 공간 지원을 위한 병영도서관 '청춘책방',6,3,50.00%,교육격차·취약계층 / 진로·취업·자립 / 청소년·청년 교육 / 환경·안전·문화 교육,"저소득층 아동의 전인적 성장을 위한 지역아동센터 환경개선 및 역량강화 사업 : 'mom편한꿈다락' / 문화소외계층 군인들의 문화 공간 지원을 위한 병영도서관 '청춘책방' / 사회문제 해결을 위한 ESG 기반 대학생 봉사활동 지원사업 ""밸유 for ESG""","청년·경력전환자 직무교육·취업지원, 멘토링, 성과관리 / 청소년 학습·진로 프로그램 기획, 학교·지역기관 연계, 참여자 운영 / 교육취약계층 맞춤형 학습지원, 모집·운영 통합관리, 지역 확산",개별 귀속 여부는 원문 기준,http://www.lottewellfood.com/,https://www.lottewellfood.com/operation/overview/esg,https://csrhub.chest.or.kr/contributors/private/79,"우선: 롯데재단 이메일 scholarship@lotte.net / https://www.lottefoundation.or.kr/ | 접근: 청소년·교육·장학형은 재단 메일, 유통·지역사업은 해당 계열사 사회공헌 담당 연결 요청 | 기업 홈페이지: http://www.lottewellfood.com/"
케이비라이프생명보험,200,65,A,"생명보험업 기업, 기타법인, 서울특별시 강남구 소재, 직원 696명.",생명보험업,기타법인,서울특별시 강남구 강남대로 298,696,,502.1,849.8,"1,026.30",915.5,0,823.5,658.8,4,교육자립지원(2) / 심리정서지원(1),시설퇴소 청소년의 자립역량강화를 교육지원과 공간조성 사업시설퇴소 청소년의 자립역량강화를 교육지원과 공간조성 사업 / 남성 1인 가구 사회적 관계망 형성 지원사업 / 자립준비청년의 자립과 자아 탐구를 위한 커뮤니티 운영 및 자립 멘토링 사업 “허들링”,3,2,66.70%,교육격차·취약계층 / 멘토링·학습관리 / 진로·취업·자립 / 청소년·청년 교육,시설퇴소 청소년의 자립역량강화를 교육지원과 공간조성 사업시설퇴소 청소년의 자립역량강화를 교육지원과 공간조성 사업 / 자립준비청년의 자립과 자아 탐구를 위한 커뮤니티 운영 및 자립 멘토링 사업 “허들링”,"멘토 모집·교육·매칭, 활동 모니터링, 학습·성과관리 / 청년·경력전환자 직무교육·취업지원, 멘토링, 성과관리 / 청소년 학습·진로 프로그램 기획, 학교·지역기관 연계, 참여자 운영",개별 귀속 여부는 원문 기준,http://www.kblife.co.kr/,https://www.kblife.co.kr/customer-common/esgReport.do,https://csrhub.chest.or.kr/contributors/private/200,우선: KB금융공익재단 02-755-2242~3 / 02-2073-5773 / https://kbfoundation.or.kr/introduce/map.do | 접근: 교육·금융교육·자립지원 제안은 재단 문의 후 계열사 연결 요청 | 기업 홈페이지: http://www.kblife.co.kr/
하나카드,233,66,A,"신용카드 및 할부 금융업 기업, 기타법인, 서울특별시 중구 소재, 직원 727명.",신용카드 및 할부 금융업,기타법인,"서울특별시 중구 을지로 66 (을지로2가, 외환은행본점)",727,,867,669,700.5,"1,000.50",4,809.2,648.2,4,교육자립지원(8) / 기초생계지원(6) / 문화정보격차해소(4),자립·자활을 위한 자산형성지원사업 / K리그 통합축구활성화 및 친환경리그 지원사업 / 해외청소년 한국어 교육 연수지원사업,22,9,40.90%,교육격차·취약계층 / 멘토링·학습관리 / 진로·취업·자립 / 청소년·청년 교육 / 환경·안전·문화 교육,해외청소년 한국어 교육 연수지원사업 / 소외계층 청년세대를 위한 복합문화공간 지원사업 : HANA SHARING / 지역아동센터 아동/청소년의 미래를 위한 환경교육지원사업,"멘토 모집·교육·매칭, 활동 모니터링, 학습·성과관리 / 청년·경력전환자 직무교육·취업지원, 멘토링, 성과관리 / 청소년 학습·진로 프로그램 기획, 학교·지역기관 연계, 참여자 운영",동일한 공개 사업 목록이 14개 기업에 공통 표시됨(그룹 사업 가능성),http://www.hanacard.co.kr/,https://hanafn.com/esg/reporting/reprt.do,https://csrhub.chest.or.kr/contributors/private/233,"우선: 하나금융나눔재단 사업신청·문의 https://hana-nanum.com/?p=43&page=3&viewMode=add | 신청 안내 02-728-4092~5 / 재단 02-729-8934~7 | 접근: 기관회원 가입 후 사업신청, 전화는 접수 절차 확인용 | 기업 홈페이지: http://www.hanacard.co.kr/"
